id,companyName,companies_ID,meanBonus,meanHourly,medianBonus,medianHourly,reportLink,year,meanHourlyPT,medianHourlyPT,meanHourlyTemp,medianHourlyTemp,perBonusFemale,perBonusMale,perBIKFemale,perBIKMale,pb1Female,pb1Male,pb2Female,pb2Male,pb3Female,pb3Male,pb4Female,pb4Male,perEmployeesFemale,perEmployeesMale,comment
995,HedgeServ Ireland,202,5.92,9.6,5.83,4.4,https://www.hedgeserv.com/wp-content/uploads/2024/01/File_GPG-Ireland-Report-2023.pdf,2023,31.2,31.8,1.76,2.5,93,91,91,92,39,61,41,59,41,59,31,69,NULL,NULL,NULL
996,Aon Ireland (all legal entities),29,71.1,39.6,47.9,26.1,https://www.aon.com/getmedia/904cd6dc-569e-4efd-babb-d6cd61c20891/Aon-Ireland-Gender-Pay-Gap-Report-2023-(Final).pdf,2023,81.8,63.2,73.5,4.1,84.7,87.4,95.4,95.6,65.3,34.7,61.4,38.6,51.9,48.1,28.6,71.4,NULL,NULL,NULL
997,Bank of Ireland (exluding subsidiaries),54,3,21,0,19.5,https://personalbanking.bankofireland.com/app/uploads/BOI-Gender-Pay-Gap-GPG-2023-Final.pdf,2023,23.3,-21,-26.1,-7.1,0.8,1,95.6,95.9,65,35,63,37,58,42,38,62,56,44,NULL
998,Blackrock Clinic,63,53.82,9.35,-8.33,-3.91,https://www.blackrockhealth.com/sites/default/files/2023-12/cBC95_blackrock_health_gender_pay_gap_report_2023_v7.pdf,2023,14.56,7.26,15.36,9.34,6.1,8.93,0.12,0,71.88,28.13,77.38,22.62,83.21,16.79,70.41,29.59,75.55,24.45,"Quartiles reported for Blackrock Health overall, not each individual clinic."
999,Hermitage Clinic,205,15.9,8.4,0,-3.33,https://www.blackrockhealth.com/sites/default/files/2023-12/cBC95_blackrock_health_gender_pay_gap_report_2023_v7.pdf,2023,12.05,-4.39,-86.95,-70.78,3.19,7.14,0.16,7.14,71.88,28.13,77.38,22.62,83.21,16.79,70.41,29.59,75.55,24.45,"Quartiles reported for Blackrock Health overall, not each individual clinic."
1000,Galway Clinic,180,59.65,5.68,8,-8.07,https://www.blackrockhealth.com/sites/default/files/2023-12/cBC95_blackrock_health_gender_pay_gap_report_2023_v7.pdf,2023,17.9,5.28,47.58,27.82,15.94,9.22,0.15,0,71.88,28.13,77.38,22.62,83.21,16.79,70.41,29.59,75.55,24.45,"Quartiles reported for Blackrock Health overall, not each individual clinic."
1001,Dawn Meats,565,64,9,58,6,https://cdgdawnmeats.wpenginepowered.com/wp-content/uploads/2023/12/Dawn-Meats-Gender-Pay-Gap-Report-2023.pdf,2023,NULL,NULL,NULL,NULL,5,5,0.2,2,25,75,20,80,16,84,17,83,20,80,Part-time and temporary employees not mentioned. 
1002,Ei Electronics,571,21.4,25.4,7.8,1.3,https://www.eielectronics.ie/gender-pay-gap-analysis-at-ei-electronics-2023/,2023,0.4,0.1,0.2,0,99.8,98.5,74.3,70.4,62,38,65,35,65,35,40,60,NULL,NULL,NULL
1003,Elverys,572,1.94,0.33,0,2.28,https://web.archive.org/web/20240123223902/https://www.elverys.ie/medias/Gender-Pay-Gap-Report-Dec-2023.pdf?context=bWFzdGVyfHJvb3R8MzI4MjY3fGFwcGxpY2F0aW9uL3BkZnxhRFk1TDJnNVlTOHhNVGMzT0RJM01UQTRORFUzTkM5SFpXNWtaWElnVUdGNUlFZGhjQ0JTWlhCdmNuUWdSR1ZqSURJd01qTXVjR1JtfGI3Nzk0ZDU2Y2I3YTQ0ZmJkMGU2ZmI4MDk2M2ZmNTdhODgxOTA0MjYxN2FhMzM5NGJmYmQxZjJlY2EzNGUxYzE&attachment=true,2023,-3.81,-2.06,NULL,NULL,1.56,1.79,0.78,2.81,43.4,56.7,46.91,53.09,58.25,41.75,49.48,50.52,46,54,Temporary employees not mentioned in the report.
1004,Aer Lingus (all legal entities),13,65.3,32.7,41.2,20.2,https://www.aerlingus.com/media/pdfs/AerLingusGenderPayGapReport-2023.pdf,2023,43.2,9.8,0.9,-2.5,70.9,31.5,2.5,7.5,55.6,44.4,53.7,46.3,53.2,46.8,24.2,75.8,46.66,53.34,"Report contains data broken down into Aer Lingus Ireland and Aer Lingus Ltd, as well as the total data reported here. "
1005,Alcon Ireland,18,-1.6,4.4,8.7,10.2,https://alcon.widen.net/s/9qc5xwvmws/gender_pay_gap_report_2023_uk,2023,-15.9,-23.2,39.4,34,100,100,100,100,45.5,54.5,43.1,56.9,32,68,34.1,65.9,NULL,NULL,NULL
1006,Alliance Medical,20,55,0.32,-1.25,35.09,https://www.alliancemedical.ie/wp-content/uploads/2023/12/2023-Gender-Pay-Gap-Report.pdf,2023,-24.21,-15.86,NULL,NULL,4,7,32.11,48.41,92,8,77,23,61,39,70,30,75,25,No figures reported for temporary employees
1007,Janssen Sciences Ireland,593,-1.58,3.07,-13.3,5.91,https://jnj.co.uk/ireland-gender-pay-gap-report-2023,2023,-37.71,-17.64,-1.6,-1.03,93.63,93.4,96.74,96.7,53.9,46.1,40.3,59.7,31.1,68.9,43.3,56.7,NULL,NULL,NULL
1008,Janssen Pharmaceutical Sciences,592,7.01,13.77,13.87,14.55,https://jnj.co.uk/ireland-gender-pay-gap-report-2023,2023,6.5,1.53,NULL,NULL,98.48,97.2,97.73,100,75.4,24.6,43.5,56.5,30.4,69.6,42.6,57.4,NULL,NULL,Temporary gap reported as NA
1009,Johnson & Johnson Vision Care,594,-1.65,3.67,17.01,11.4,https://jnj.co.uk/ireland-gender-pay-gap-report-2023,2023,NULL,NULL,-11.53,-2.96,84.56,84.23,95.22,93.74,22.1,77.9,19.2,80.8,10.3,89.7,15.2,84.9,NULL,NULL,Part-time employees reported as NA
1010,DePuy Ireland,591,-13.07,2.61,-4.44,4.72,https://jnj.co.uk/ireland-gender-pay-gap-report-2023,2023,8.99,10.48,26.06,29.29,90.66,90.3,96.69,96.57,41,59,21.1,78.9,21.1,78.9,29.6,70.4,NULL,NULL,NULL
1011,Pinterest,673,15.8,16.5,-8.4,2.5,https://newsroom.pinterest.com/en-gb/news/ireland-gender-pay-gap-report-2022-2023/,2023,NULL,NULL,NULL,NULL,100,100,95,91.3,55.1,44.9,63.8,36.2,68.1,31.9,46.4,53.6,NULL,NULL,No figures reported for part-time or temporary employees.
1012,Pinterest,673,31.4,12.8,-27.2,-0.7,https://newsroom.pinterest.com/en-gb/news/our-20212022-ireland-gender-pay-gap-report/,2022,NULL,NULL,-0.2,-7.4,98.2,93.8,98.2,95.5,62,38,57.1,42.9,67.6,32.4,54.9,45.1,NULL,NULL,No figures reported for part-time employees.
1013,Johnson Controls: Silent-Aire,595,39,-10.1,21.9,-9.8,https://www.johnsoncontrols.co.uk/-/media/jci/be/united-kingdom/gpg/hq2312001_gender-pay-gap-reporting-2023-rev1.pdf,2023,NULL,NULL,NULL,NULL,10.7,89.3,10.7,89.3,2.4,97.6,6,94,6,94,7.1,92.9,NULL,NULL,Figures not reported for part-time or temporary employees
1014,Johnson Controls: Tyco,596,40,24.1,28.5,28.1,https://www.johnsoncontrols.co.uk/-/media/jci/be/united-kingdom/gpg/hq2312001_gender-pay-gap-reporting-2023-rev1.pdf,2023,51.7,52.8,8.29,0,32.8,67.2,45.1,54.9,55.2,44.8,58.6,41.4,48.3,51.7,20.5,79.5,NULL,NULL,NULL
1015,Kelly Services (IRE) Limited,242,-1.85,28.21,-3.67,-5.82,https://irp.cdn-website.com/7f167ff5/files/uploaded/Gender%20Report%202023%20Ireland.pdf,2023,NULL,NULL,6.65,4.52,29.7,26.8,2.28,0.72,59,51,47,53,42,58,30,70,NULL,NULL,No part-time employees to report on.
1016,New Ireland Assurance,299,16.9,19.8,-16.9,13.5,https://www.newireland.ie/view-document/107412-New_Ireland_GPG_Report_2023.pdf,2023,-31.7,-11.2,15,-1.7,0.8,6.6,96.6,94,61,39,59,41,58,42,40,60,54,46,NULL
1017,The Defence Organisation: Civil Servant Employees,365,NULL,12.12,NULL,11.07,https://web.archive.org/web/20240124215800/https://assets.gov.ie/279815/8017892f-c56f-4cc6-ab2d-494044fbdd32.pdf,2023,-45.67,-35.42,-1.48,-1.48,NULL,NULL,NULL,NULL,65.66,34.34,78.57,21.43,74.49,25.51,52.53,47.47,67.77,32.23,The Defence Organisation does not pay bonuses or BIK
1018,The Defence Organisation: Civilian Employees,366,NULL,6.43,NULL,4.35,https://web.archive.org/web/20240124215800/https://assets.gov.ie/279815/8017892f-c56f-4cc6-ab2d-494044fbdd32.pdf,2023,-8.42,-15.69,NULL,NULL,NULL,NULL,NULL,NULL,28.85,71.15,26.21,73.79,5.83,94.17,12.62,87.38,18.4,81.6,The Defence Organisation does not pay bonuses or BIK. No figures reported for temporary employees.
1019,The Defence Organisation: Defense Forces,367,NULL,-2.56,NULL,-0.44,https://web.archive.org/web/20240124215800/https://assets.gov.ie/279815/8017892f-c56f-4cc6-ab2d-494044fbdd32.pdf,2023,-32.82,-49.81,NULL,NULL,NULL,NULL,NULL,NULL,6.93,93.07,7.28,92.72,6.17,93.83,8.38,91.62,7.19,92.81,The Defence Organisation does not pay bonuses or BIK. No figures reported for temporary employees.
1020,University of Galway,662,NULL,18.4,NULL,17.4,https://www.universityofgalway.ie/media/equality/ovpedi/files/University-of-Galway-GPG-Report-2022-23-Rev-C.pdf,2023,31.1,3.6,4.5,-1.9,NULL,NULL,NULL,NULL,60,40,68.7,31.3,59,41,44.4,55.6,58.04,41.96,"Headcount percentage reported incorrectly, displayed figures here are calculated based on the numbers provided. The university does not pay bonuses or benefit in kind."
1021,Bidvest Noonan,61,42.65,10.74,6.67,8.01,https://bidvestnoonan.ie/wp-content/uploads/2024/01/Gender-Pay-Gap-2023-Ireland.pdf,2023,10.23,6.97,NULL,NULL,1.21,1.82,0.98,3.83,77.38,22.62,61.06,38.94,37.9,62.1,29.03,70.97,NULL,NULL,No temporary employees to report on
1022,Concern,99,42.9,2.7,29.8,0.7,https://admin.concern.net/sites/default/files/documents/2023-12/238%20Gender%20Gap%20Report%202023.pdf,2023,-16.4,-18.4,4,0.6,NULL,NULL,NULL,NULL,60,40,41,59,52,48,48,52,50,50,NULL
1023,Louth County Council,262,NULL,2.41,NULL,-1.32,https://www.louthcoco.ie/en/publications/other-reports/louth-county-council-gender-pay-gap-report-2023.html,2023,-2.8,-2.41,-3.79,-4.05,NULL,NULL,NULL,NULL,50.25,49.75,26.63,73.37,43.43,56.57,39.7,60.3,40,60,Louth County Council does not pay bonuses or BIK. Report is a download-only doc file.
1024,Sun Life,355,23,13,17,10,https://www.sunlife.ie/content/dam/sunlife/regional/ireland/documents/sun-life-gender-pay-gap-report-december-2023.pdf,2023,-39,-35,0,0,88,89,87,87,49,51,46,54,50,50,29,71,44,56,NULL
1025,Fenergo Limited,166,-19.2,6.5,15.2,17.2,https://web.archive.org/web/20240127193838/https://content.cdntwrk.com/files/aT0xNTEzNTk1JnY9MSZpc3N1ZU5hbWU9ZmluYWwtZmVuZXJnby1nZW5kZXItcGF5LWdhcC1yZXBvcnQtaXJlbGFuZC0yMDIzJmNtZD1kJnNpZz04NWFlODI5OTZmNTRiODczMzJhYmY4N2FmZGMxMzk5Yg%3D%3D,2023,NULL,NULL,NULL,NULL,99,99.5,77,78,44,56,39,61,29,71,29,71,35,65,Part-time & temporary employees not mentioned in the report.
1026,Liffey Meats,615,55.6,13.79,31.53,6.76,https://liffeymeats.ie/gender-pay-gap/,2023,NULL,NULL,NULL,NULL,23.4,NULL,NULL,NULL,33,67,31.1,68.9,26,74,9.25,90.75,24.8,75.2,"Missing figures for the percentage of males paid a bonus, BIK, and part-time or temporary employees"
1027,Roscommon County Council,327,NULL,-6,NULL,-13.55,https://www.roscommoncoco.ie/en/download-it/corporate-affairs1/corporate-affairs-publications/publications/gender-pay-gap-december-2023.pdf,2023,-3.33,-2.61,-11.49,22.57,NULL,NULL,NULL,NULL,30.33,69.67,12.3,87.7,61.98,38.02,41.94,58.06,37,63,Roscommon County Council does not pay bonuses or BIK.
1028,daa (Dublin Airport Authority),110,11,12.2,6,13.2,https://www.daa.ie/wp-content/uploads/2023/12/daa-Gender-Pay-Gap-Report-2023.pdf,2023,-14.8,-3.8,2.3,3.2,NULL,NULL,86.7,88.7,46.4,53.6,42.9,57.1,37.6,62.4,28.9,71.1,NULL,NULL,NULL
1029,Next,628,7.5,-0.7,-4.8,0.1,https://xcdn.next.co.uk/PDFS/genderpay/GPG2024.pdf,2023,-0.2,-0.2,NULL,NULL,95.2,93.5,1.1,1.9,78,22,84.6,15.4,75,25,85.6,14.4,NULL,NULL,There were no temporary contractors employed on the reporting date.
1030,EPS Water,574,48,24.71,33,19.66,https://epswater.ie/wp-content/uploads/2024/02/EPS-Gender-Pay-Gap-Report-2023_Final.pdf,2023,-7.25,-26.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13.6,86.13,"Bonus shown as \""gap\"" not as percentage receiving bonus. Quartiles calculated incorrectly. "
1031,LotusWorks,616,-7.81,19.05,-50,26.57,https://lotusworks.com/en-ie/gender-pay-gap-2023/,2023,20.96,26.57,5.78,12.74,5.2,5.7,67.2,70.23,35.56,64.44,8.79,91.21,3.3,96.7,10,90,15.5,84.5,NULL
1032,Rehab,323,NULL,4.09,NULL,1.9,https://rehab.ie/wp-content/uploads/2024/01/Gender-Pay-Report-2023.pdf,2023,-3.48,-3.55,7.27,7.25,NULL,NULL,0.6,1.8,26.6,73.4,25.8,74.2,26.1,73.9,30.9,69.1,73,27,NULL
1033,Grant Thornton (excluding partners),193,3.74,3.05,11.4,-0.27,https://www.grantthornton.ie/globalassets/1.-member-firms/ireland/about-us/gender-pay-gap-report-2023.pdf,2023,25.08,12.66,0,0,53.7,53.7,100,100,47.47,52.53,52.02,47.98,52.69,47.31,47.81,52.19,NULL,NULL,When employees are included with Partners the mean gender pay gap is 26.4%.
1034,Enable Ireland,573,0,-3.65,0,-16.18,https://enableireland.ie/sites/default/files/publication/Enable%20Ireland%20Gender%20Pay%20Gap%20Report%202023.pdf,2023,-12.07,-13.6,0,0,0,0,0,0,80.2,19.8,84.25,15.75,90.07,9.93,84.93,15.07,84.87,15.13,NULL
1035,Central Remedial Clinic,559,NULL,-13.08,NULL,-26.89,https://www.crc.ie/assets/files/pdf/gender_pay_gap_report_2023.pdf,2023,-35.83,-41.82,-1.16,-11.07,NULL,NULL,NULL,NULL,62.24,37.76,76.29,23.71,87.63,12.37,80.41,19.59,76.6,23.29,NULL
1036,"Department of Agriculture, Food & Marine",119,NULL,9.68,NULL,12.71,https://www.gov.ie/pdf/?file=https://assets.gov.ie/282339/9ced76ba-0bc9-430f-a8aa-e0db5593da79.pdf#page=null,2023,8.44,10.91,-27.9,0,NULL,NULL,NULL,NULL,48,52,60.76,39.24,44.62,55.38,36.84,63.16,49,51,NULL
1037,Cavan and Monaghan Education and Training Board,558,NULL,5.83,NULL,6.26,https://www.cmetb.ie/wp-content/uploads/2024/01/CMETB-Gender-Pay-Gap-Report-2023.pdf,2023,3.86,2.32,NULL,NULL,NULL,NULL,NULL,NULL,49.66,50.34,50.01,49.99,50.48,49.52,49.96,50.04,75,25,NULL
1039,Tipperary Education and Training Board,609,NULL,9.74,NULL,4.13,https://tipperary.etb.ie/wp-content/uploads/2024/01/ETB-Gender-pay-gap-statement-2023-English-Version-1.pdf,2023,5.01,0.69,24.36,37.95,NULL,NULL,NULL,NULL,47.54,52.46,49.85,50.15,49.86,50.14,47.59,52.41,68,32,NULL
1040,Focus Ireland,175,NULL,10.81,NULL,6.16,https://www.focusireland.ie/wp-content/uploads/2023/12/Gender-Pay-Gap-Reporting-2023.pdf,2023,4.54,4.54,17.17,3.57,NULL,NULL,NULL,NULL,80.62,19.38,84.5,15.5,77.34,22.66,71.88,28.13,78.6,21.4,NULL
1041,"Dublin and Dun Laoghaire Education
and Training Board",140,NULL,4.26,NULL,-1.06,https://www.ddletb.ie/wp-content/uploads/2024/01/DDLETB-Gender-pay-gap-statement-2023_-1.pdf,2023,10.38,0.02,0,0,NULL,NULL,NULL,NULL,51.82,48.18,50.25,49.75,50.26,49.74,49.26,50.74,70.82,29.18,NULL
1042,Cork Education and Training Board,564,NULL,5.91,NULL,8.12,https://www.corketb.ie/wp-content/uploads/2024/01/ETB-Gender-pay-gap-statement-2023-English-Version.pdf,2023,5.89,3.3,NULL,NULL,NULL,NULL,NULL,NULL,49.96,50.04,50.04,49.96,50.03,49.97,48.45,51.55,71.16,28.84,NULL
1043,"Laois and Offaly Education and
Training Board",606,NULL,8.45,NULL,12.33,https://www.loetb.ie/contentFiles/2024/ETB_Gender_pay_gap_statement_2023.pdf,2023,4.61,1.25,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,70.21,29.79,Quartiles reported incorrectly
1044,Longford and Westmeath Education and Training Board,554,NULL,10.06,NULL,11.56,https://www.lwetb.ie/wp-content/uploads/2024/01/LWETB-Gender-Pay-Gap-Statement-2023.pdf,2023,-0.39,2.04,NULL,NULL,NULL,NULL,NULL,NULL,50.85,49.15,50.21,49.79,50.51,49.49,49.89,50.11,70.37,29.63,NULL
1045,Louth and Meath Education and Training Board,552,NULL,3.42,NULL,-1.71,https://www.lmetb.ie/wp-content/uploads/2024/01/ETB-Gender-pay-gap-statement-2023-English-Version-.pdf,2023,2.3,-0.35,NULL,NULL,NULL,NULL,NULL,NULL,49.74,50.26,49.94,50.06,50.15,49.85,49.06,50.94,69.24,30.76,NULL
1046,Kilkenny and Carlow Education and Training Board,605,NULL,8.13,NULL,9.04,https://kcetb.ie/wp-content/uploads/2024/01/KCETB-Gender-pay-gap-statement-2023-English-Version.pdf,2023,5.03,0.6,NULL,NULL,NULL,NULL,NULL,NULL,47.79,52.21,49.5,50.5,50.02,49.98,49.78,50.22,73.77,26.23,NULL
1047,Waterford and Wexford Education and Training Board,610,NULL,3.62,NULL,-1.38,https://www.wwetb.ie/wp-content/uploads/2024/02/WWETB-Gender-pay-gap-statement-2023-English-Version.docx,2023,3.23,-0.67,-1.6,-1.8,NULL,NULL,NULL,NULL,49,51,49,51,50.44,49.56,49.16,50.84,67.54,32.46,NULL
1048,Applus Inspection Services Ltd. Ireland (Fortnightly),34,47.08,32.34,41.52,36.09,https://www.ncts.ie/media/z1ubnjo1/2023_gender_pay_gap_report.pdf,2023,6.82,3.15,0,0,58.59,93.6,1.01,4.73,46.34,53.66,1.96,98.04,0,100,0,100,NULL,NULL,NULL
1049,Applus Inspection Services Ltd. Ireland (Monthly),35,0,37.89,100,46.13,https://www.ncts.ie/media/z1ubnjo1/2023_gender_pay_gap_report.pdf,2023,0,0,0,0,0,2.2,0,33.33,60,40,20,80,13.33,86.67,0,100,NULL,NULL,NULL
1050,Applus Car Testing Services Ltd. (Fortnightly) ,32,0,8.86,0,0.11,https://www.ncts.ie/media/z1ubnjo1/2023_gender_pay_gap_report.pdf,2023,0.29,0.08,-0.78,-0.78,0,0,0,8.33,25,75,50,50,25,75,0,100,NULL,NULL,NULL
1051,Applus Car Testing Services Ltd. (Monthly),33,0,0,0,100,https://www.ncts.ie/media/z1ubnjo1/2023_gender_pay_gap_report.pdf,2023,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,NULL,NULL,"Not sure if quartiles are correct, several reported at 0% for both. "
1052,Dental Care Ireland,118,-486,23,-458,19,https://www.dentalcareireland.ie/wp-content/uploads/2024/01/DCI-Gender-Pay-Gap-Report-2023.pdf,2023,22,20,NULL,33,10,8,100,100,97,3,98,2,96,4,94,6,96,4,Mean hourly gap for temporary contract employees not reported
1053,Embecta Ireland,155,-7.7,4.3,NULL,4.4,https://investors.embecta.com/static-files/8f71e528-12e8-408b-9ee0-4fc2bc1a0477,2023,NULL,NULL,16.7,19.1,91.1,92.9,93.1,97.4,33.1,66.9,13.8,86.2,11.5,88.5,19.1,80.9,19,81,No part-time male employees
1054,Kepak Athleague,597,55.88,7.18,51.26,10.12,https://www.kepak.com/assets/2023-kepak-GPGR-IRL.pdf,2023,NULL,NULL,NULL,NULL,28,23,0,7,35,65,17,83,10,90,16,84,19,81,NULL
1055,Kepak Clonee,598,60.5,18.77,18.18,10.3,https://www.kepak.com/assets/2023-kepak-GPGR-IRL.pdf,2023,NULL,NULL,NULL,NULL,28,47,2,6,44,56,41,59,23,77,31,69,35,65,NULL
1056,Kepak Cork,599,40.32,8.33,49.8,8.92,https://www.kepak.com/assets/2023-kepak-GPGR-IRL.pdf,2023,NULL,NULL,NULL,NULL,16,47,1,1,43,57,34,66,14,86,20,80,28,72,NULL
1057,Kepak Convenience Foods,600,32.32,-0.11,42.82,1.6,https://www.kepak.com/assets/2023-kepak-GPGR-IRL.pdf,2023,NULL,NULL,NULL,NULL,68,44,9,22,10,90,75,25,50,50,36,64,43,57,NULL
1058,Kepak Longford,601,38.03,4.13,42.88,9.89,https://www.kepak.com/assets/2023-kepak-GPGR-IRL.pdf,2023,NULL,NULL,NULL,NULL,70,74,1,4,31,69,28,72,3,97,16,84,19,81,NULL
1059,Kepak McCarren Meats,602,28.8,4.46,46.51,3.25,https://www.kepak.com/assets/2023-kepak-GPGR-IRL.pdf,2023,NULL,NULL,NULL,NULL,85,94,0,0,31,69,37,63,26,74,24,76,30,70,NULL
1060,Children's Health Ireland,88,NULL,26.1,NULL,5,https://media.childrenshealthireland.ie/documents/CHI_Gender_Pay_Gap_Report_2023_Final.pdf,2023,17.3,-9,21.3,20.1,NULL,NULL,NULL,NULL,18.5,81.5,87.1,12.9,91.2,8.8,72.8,27.2,83.1,16.9,CHI does not pay bonuses or BIK
1061,"Mayo, Sligo & Leitrim Education and Training Board",608,NULL,2.72,NULL,-1.74,https://msletb.ie/wp-content/uploads/MSLETB-Gender-Pay-Gap-Report-2023.pdf,2023,2.65,0.33,NULL,NULL,NULL,NULL,NULL,NULL,47.6,52.4,50.2,49.8,50.25,49.75,50.27,49.73,65.43,34.57,NULL
1062,The Coombe Hospital,364,NULL,20.12,NULL,-0.82,https://static1.squarespace.com/static/5df2275ab592b63d2d87fd51/t/65c3a4fb1bb406135402a643/1707320572579/Gender+Pay+Gap+Report+2023.pdf,2023,-3.84,-57.05,27.02,36.64,NULL,NULL,NULL,NULL,83.67,16.33,85.2,14.8,90.84,9.16,78.8,21.2,84.63,15.37,NULL
1063,B&Q Ireland,541,47.7,3,0,-7.9,https://media.diy.com/is/content/KingfisherDigital/generic-BQ-ROI-Gender-Pay-Gap-Report-2023-FINAL~c9b5321f91b9965a83a310f3cde11f63413575dcpdf,2023,-7.3,-8,0.9,-0.7,87.7,78.1,24.6,16.5,37,63,46,54,65,35,47,53,49,51,"B&Q\'s median bonus gap is zero. The is a result of an end of year “thank you” voucher being awarded to all store staff, who were employed on a specific date"
1064,Carey Glass,556,-8.09,0.36,12.62,12.62,https://www.careyglass.com/wp-content/uploads/2024/02/Gender-Pay-Gap-Report-2023.pdf,2023,NULL,NULL,NULL,NULL,74,91,8,5,30,70,15,85,6,94,19,81,18,82,NULL
1065,Galway and Roscommon Education and Training Board,579,NULL,5,NULL,3.49,https://gretb.ie/wp-content/uploads/2024/02/Gender-pay-gap-report-2023.pdf,2023,-0.74,0.72,NULL,NULL,NULL,NULL,NULL,NULL,49.27,50.73,49.85,50.15,50.08,49.92,49,51,68.65,31.35,NULL
1066,Kerry Education and Training Board,603,NULL,1.9,NULL,-3.08,https://kerryetb.ie/wp-content/uploads/2024/02/Kerry-ETB-Gender-pay-gap-statement-2023-English-Version.pdf,2023,7.56,0.04,NULL,NULL,NULL,NULL,NULL,NULL,48.98,51.02,51.02,48.98,49.95,50.05,50.92,49.08,66.25,33.75,NULL
1067,Kildare and Wicklow Education and Training Board,604,NULL,9.19,NULL,10.45,https://kildarewicklow.etb.ie/wp-content/uploads/2024/02/KWETB-Gender-pay-gap-statement-2023-English-Version.pdf,2023,4.64,1.23,NULL,NULL,NULL,NULL,NULL,NULL,48.88,51.12,49.78,50.22,49.68,50.31,50.14,49.86,71.18,28.82,NULL
1068,Limerick and Clare Education and Training Board,607,NULL,1.69,NULL,-1.36,https://lcetb.ie/annual-reports/,2023,1.29,-0.06,NULL,NULL,NULL,NULL,NULL,NULL,50.12,49.88,50.07,49.93,50.19,49.81,48.19,51.81,68.81,31.19,Report is a download-only docx file. 
1069,Mondelez International,623,13.9,12.5,13.2,11.3,https://www.mondelezinternational.com/assets/Country/Ireland/Mondelez-Ireland-Gender-Gap-Report-2023.pdf,2023,-1,22.7,NULL,NULL,96,94,19,23,55,45,40,60,26,74,23,77,36,64,NULL
1070,PrepayPower Limited,317,2.03,-7.79,21.2,-6.18,https://www.prepaypower.ie/sites/default/files/2024-02/Gender%20Pay%20Gap%20Report%202023.pdf,2023,0,0,NULL,NULL,93.39,89.24,2.48,1.58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Quartiles calculated incorrectly.
1071,TLI Group,674,46,29,73,35,https://www.tli.ie/wp-content/uploads/2023/12/2023.12.11-TLI-Group-Gender-pay-Gap-report.pdf,2023,NULL,NULL,NULL,NULL,20,25,0,0.75,38,62,13,87,2,98,4,96,NULL,NULL,NULL
1072,TLI Group,674,73,29,82,35,https://www.tli.ie/wp-content/uploads/2022/12/TLI-Group-Gender-Pay-Gap-Report-2022.pdf,2022,NULL,NULL,NULL,NULL,11,24,0,0.45,38,62,7,93,3,97,3,97,NULL,NULL,NULL
1073, Sustainable Energy Authority of Ireland (SEAI),675,NULL,8.46,NULL,11.56,https://www.seai.ie/publications/SEAI-Gender-Pay-Gap-Report.pdf,2023,NULL,NULL,-2.2,-2.45,NULL,NULL,NULL,NULL,49.02,50.98,64.71,35.29,54,46,45.1,54.9,53.2,46.8,No male part-time employees. SEAI does not pay bonuses or BIK.
1074, Sustainable Energy Authority of Ireland (SEAI),675,NULL,13.03,NULL,11.19,https://web.archive.org/web/20230306073835/https://www.seai.ie/publications/SEAI-Gender-Pay-Gap-Report.pdf,2022,NULL,NULL,-3.51,0.75,NULL,NULL,NULL,NULL,51.22,48.78,63.16,36.84,58.97,41.03,35.9,64.1,52.23,47.77,NULL
1075,Flogas,676,50,28.5,19.3,27.1,https://www.flogas.ie/assets/uploads/Gender%20Pay%20Gap%20Report%202022.pdf,2022,2.7,5,0.7,0.7,77,78,80.3,86.1,72.3,27.7,60,40,24.6,75.4,31.3,68.8,47,53,NULL
1076,Flogas,676,38.4,23.3,8.6,22.1,https://www.flogas.ie/assets/uploads/2023%20Gender%20Pay%20Gap%20Report%20final.pdf,2023,-11.5,-38.6,41.1,29.1,80.1,91.4,82.4,92.6,26.7,73.3,51.4,48.6,20,80,37.3,62.7,45,55,NULL
1077,Energia,677,40,28,11,14,https://energiagroup.com/globalassets/sustainability-section/gender-pay-gap-reports/gender-pay-gap-report-2023.pdf,2023,NULL,NULL,NULL,NULL,92,93,NULL,NULL,49,51,53,47,51,49,27,73,45,55,NULL
1078,Google Ireland Limited,192,14,7,14,9,https://static.googleusercontent.com/media/about.google/en//belonging/diversity-annual-report/2023/static/pdfs/google_ireland_2022_23_binary_gender_pay_gap_report.pdf,2023,-2,1,3,27,100,100,99,99,53,47,50,50,44,56,42,58,NULL,NULL,NULL
1079,Google Cloud EMEA Limited,191,-72,-27,15,18,https://static.googleusercontent.com/media/about.google/en//belonging/diversity-annual-report/2023/static/pdfs/google_ireland_2022_23_binary_gender_pay_gap_report.pdf,2023,NULL,NULL,NULL,NULL,100,100,100,100,50,50,49,51,33,67,29,71,NULL,NULL,NULL
